GI number	Length	Count
GI:15225956	407	13
GI:42570765	179	7
GI:15225960	207	8
GI:15225965	161	22
GI:15225974	161	21
GI:15225976	299	34
GI:42570767	61	1
GI:18397592	158	1
GI:15225986	492	12
GI:238479244	652	2
GI:15225987	629	2
GI:79555537	570	9
GI:186500416	43	0
GI:15225989	222	1
GI:15225992	362	24
GI:15225994	628	9
GI:30679216	628	9
GI:30679229	628	9
GI:15225998	628	9
GI:15225999	276	4
GI:42569042	328	7
GI:186500435	257	3
GI:240254455	620	2
GI:15226010	66	1
GI:15226012	634	32
GI:238479248	146	2
GI:15226014	454	7
GI:42570775	343	2
GI:18397649	343	2
GI:42570777	99	3
GI:15226015	291	6
GI:15226016	252	3
GI:15226021	101	2
GI:18397658	141	4
GI:15226024	191	1
GI:42570779	176	1
GI:15226025	108	1
GI:15226027	386	3
GI:42570781	366	3
GI:15226028	333	17
GI:79322343	74	2
GI:15226032	590	24
GI:145328716	101	7
GI:145328290	97	7
GI:18397688	97	7
GI:145328714	101	7
GI:30679289	93	7
GI:15226042	135	3
GI:15226043	526	1
GI:186500485	185	2
GI:186500488	33	0
GI:238479250	543	45
GI:186500492	122	7
GI:15226046	123	6
GI:42570785	115	6
GI:30679322	983	48
GI:15226053	983	48
GI:30679326	481	22
GI:238479252	583	4
GI:15226060	225	4
GI:186500512	144	3
GI:79555868	102	3
GI:15226068	474	4
GI:22325691	191	4
GI:18397757	225	4
GI:30679362	393	2
GI:18397766	252	1
GI:15226078	362	1
GI:18397770	194	1
GI:42570787	162	4
GI:30679374	201	13
GI:18397775	296	1
GI:15226084	744	27
GI:15226086	205	20
GI:186500541	89	1
GI:15226087	382	42
GI:42569051	121	1
GI:22325693	191	1
GI:18397788	119	1
GI:42570023	121	3
GI:15226497	440	12
GI:15226499	80	1
GI:15226501	533	12
GI:15226507	503	12
GI:145362118	535	12
GI:15226509	319	7
GI:145328718	235	7
GI:15226513	957	4
GI:15226523	319	7
GI:18397819	329	10
GI:15226527	404	50
GI:15226529	402	50
GI:22325697	404	50
GI:79556100	484	39
GI:42570791	270	14
GI:42569055	484	40
GI:15226539	132	2
GI:186500578	704	18
GI:42570793	704	18
GI:15226553	704	18
GI:18397850	81	1
GI:30679459	489	7
GI:238479256	174	5
GI:15226561	173	5
GI:18397866	196	1
GI:15226567	155	4
GI:30679468	125	4
GI:15226571	185	4
GI:15226573	586	1
GI:15226583	627	30
GI:15226585	426	45
GI:79556260	250	3
GI:15226589	193	1
GI:15226592	187	9
GI:18397896	579	49
GI:18397898	420	3
GI:15226599	365	28
GI:79556423	344	3
GI:15226613	329	5
GI:18397927	315	3
GI:15226620	301	2
GI:18397934	257	2
GI:18397936	361	25
GI:240254458	849	1
GI:15226632	66	1
GI:238479260	524	2
GI:22325703	512	2
GI:15226640	727	31
GI:18397956	203	2
GI:145328720	175	2
GI:30679545	1009	3
GI:15226643	367	3
GI:15226651	58	1
GI:18397979	77	1
GI:15226654	197	5
GI:15226656	498	3
GI:18397991	160	1
GI:22325705	111	1
GI:186500655	42	0
GI:186500659	36	0
GI:15226659	76	1
GI:238479262	147	1
GI:15226670	231	4
GI:15226672	382	6
GI:186500670	243	1
GI:15226675	160	2
GI:30679582	224	2
GI:18398011	307	2
GI:22325707	593	10
GI:15226682	511	31
GI:15226696	511	27
GI:15226704	303	3
GI:186500690	277	3
GI:15226705	69	2
GI:42569068	291	8
GI:42570795	217	8
GI:15226707	407	47
GI:145328722	76	1
GI:240254460	503	50
GI:42569070	915	7
GI:15226723	759	2
GI:15226724	512	22
GI:15226725	415	8
GI:30679626	322	5
GI:15227180	94	1
GI:42570025	778	7
GI:186500723	778	7
GI:186500727	727	7
GI:42571285	455	5
GI:15227183	125	6
GI:15227185	519	3
GI:18398094	547	20
GI:42570797	83	2
GI:15227191	888	8
GI:15227193	482	21
GI:30679647	482	1
GI:30679655	348	19
GI:15227205	468	19
GI:42569072	847	8
GI:15227209	427	43
GI:18398123	230	3
GI:42570799	173	3
GI:240254462	1773	4
GI:15227221	179	1
GI:15227223	702	3
GI:145328724	77	2
GI:15227232	164	5
GI:15227234	99	6
GI:42570801	342	3
GI:18398148	343	3
GI:145328726	76	2
GI:15227244	566	3
GI:22325713	170	4
GI:15227246	108	9
GI:79322352	53	1
GI:145328728	101	2
GI:145328730	102	2
GI:79557255	251	3
GI:15227259	173	25
GI:145328732	151	23
GI:15227263	133	2
GI:22325715	359	1
GI:15227268	1206	11
GI:79557286	528	5
GI:15227274	546	18
GI:186500789	50	1
GI:79322361	218	11
GI:18398187	143	15
GI:15227287	137	3
GI:145328734	110	3
GI:15227288	269	50
GI:30679742	848	22
GI:18398199	148	38
GI:42569078	617	50
GI:18398204	327	4
GI:30679757	249	4
GI:15227294	415	5
GI:18398214	189	2
GI:186500841	187	2
GI:18398217	372	3
GI:42569080	295	13
GI:15227300	65	1
GI:15227302	278	29
GI:18398236	298	1
GI:15227315	1109	50
GI:15227316	743	18
GI:186500856	44	0
GI:30679796	478	29
GI:30679790	312	20
GI:186500869	293	16
GI:145328736	293	16
GI:18398247	382	16
GI:22325727	571	6
GI:15227320	1102	4
GI:145328738	154	4
GI:30679813	154	4
GI:18398258	154	4
GI:18398260	561	2
GI:79557515	895	4
GI:79322370	891	4
GI:186500890	63	1
GI:15227336	547	4
GI:145328740	505	4
GI:240254465	446	6
GI:42570805	461	6
GI:42569085	408	6
GI:79322376	456	6
GI:42569087	456	6
GI:15227342	849	9
GI:42569089	779	9
GI:18398283	656	2
GI:18398287	407	4
GI:30679852	505	2
GI:18398289	504	2
GI:18398291	428	2
GI:145360022	276	50
GI:238479271	80	1
GI:42569093	1355	35
GI:42570807	136	1
GI:22325729	1195	14
GI:15227363	263	6
GI:15227365	263	6
GI:15227366	465	32
GI:42569095	733	7
GI:18398317	350	4
GI:15227370	367	10
GI:30679881	363	11
GI:145360025	874	9
GI:145323078	654	13
GI:30679885	909	13
GI:15227383	95	1
GI:15227384	328	15
GI:15227385	270	2
GI:18398343	538	2
GI:15227388	551	2
GI:15227389	715	38
GI:42570809	413	50
GI:18398350	414	50
GI:18398352	363	7
GI:18398354	140	1
GI:22325731	577	1
GI:30679923	951	18
GI:15227800	370	1
GI:15227801	309	3
GI:145328742	271	15
GI:15227803	271	15
GI:30679935	544	50
GI:15227807	139	2
GI:145361135	271	5
GI:15227809	370	33
GI:42569099	361	6
GI:18398388	367	6
GI:18398390	117	1
GI:18398393	261	4
GI:15227821	562	2
GI:18398407	161	6
GI:15227825	344	5
GI:30679972	786	4
GI:79557518	378	3
GI:42569102	542	19
GI:15227838	526	17
GI:186501036	136	5
GI:186501029	137	5
GI:186501032	136	5
GI:186501025	137	5
GI:186501039	130	5
GI:15227839	185	11
GI:15227843	538	14
GI:18398444	593	19
GI:79322403	396	10
GI:18398448	396	10
GI:42570811	396	10
GI:30680004	396	10
GI:18398450	933	2
GI:18398454	841	3
GI:22325737	626	1
GI:145328744	354	18
GI:15227856	440	14
GI:42570813	275	4
GI:15227858	275	4
GI:186501072	275	4
GI:145328746	705	2
GI:15227860	765	2
GI:186501078	32	0
GI:145328748	134	13
GI:15227862	138	13
GI:145323080	138	13
GI:18398467	295	9
GI:42569106	757	6
GI:42569108	632	50
GI:15227873	580	50
GI:15227875	429	22
GI:15227876	422	2
GI:18398491	323	5
GI:15227878	603	16
GI:15227879	69	2
GI:42570815	349	13
GI:18398498	463	13
GI:15227881	292	5
GI:15227882	421	9
GI:186501122	205	2
GI:30680073	205	2
GI:15227883	546	50
GI:79591151	127	1
GI:18398508	152	1
GI:15227885	291	13
GI:79322420	88	1
GI:30680091	241	6
GI:15227887	248	8
GI:15227888	396	30
GI:30680102	513	10
GI:15227899	156	2
GI:79322448	314	7
GI:79322438	410	7
GI:30680112	416	7
GI:79322429	414	7
GI:30680115	192	1
GI:42570817	324	1
GI:79557520	787	3
GI:145328750	197	12
GI:15227902	197	12
GI:18398532	1207	8
GI:42569114	394	50
GI:15227905	452	5
GI:18398539	312	14
GI:145360051	156	4
GI:15227907	253	30
GI:18398546	301	2
GI:15227919	160	2
GI:15227920	571	50
GI:30680137	480	1
GI:42569117	307	15
GI:186501175	3795	2
GI:18398570	208	1
GI:18398572	292	2
GI:15227937	121	1
GI:145328752	433	13
GI:15227938	507	13
GI:18398578	158	1
GI:15227939	268	1
GI:15227940	627	3
GI:15227941	338	5
GI:15227942	202	2
GI:15227953	112	9
GI:15227954	258	5
GI:42570819	192	6
GI:15227955	254	6
GI:15227956	119	1
GI:15227957	167	2
GI:30680194	138	2
GI:15227958	365	50
GI:240254467	156	1
GI:240254469	489	4
GI:30680213	824	3
GI:42569121	656	4
GI:15224107	231	5
GI:15224110	222	10
GI:15224112	441	19
GI:15224114	337	50
GI:15224116	338	50
GI:15224118	171	3
GI:186501240	41	0
GI:15224120	368	50
GI:15224125	558	20
GI:30680264	494	26
GI:30680274	495	26
GI:186501250	178	4
GI:15224127	101	2
GI:15224130	124	2
GI:15224132	779	2
GI:15224134	218	5
GI:30680307	220	6
GI:18398679	221	6
GI:18398681	398	2
GI:15224138	176	1
GI:145360071	305	10
GI:15224144	82	1
GI:79322458	394	15
GI:30680328	394	15
GI:18398701	192	1
GI:30680338	337	26
GI:18398703	335	26
GI:15224150	106	1
GI:145329166	77	2
GI:18398708	636	4
GI:15224154	456	2
GI:18398714	262	12
GI:18398716	313	9
GI:15224163	116	1
GI:186501301	208	3
GI:15224165	185	20
GI:18398731	102	1
GI:79322467	306	2
GI:42569125	374	2
GI:145360080	94	2
GI:15224174	632	3
GI:145362122	251	5
GI:42569127	213	5
GI:30680384	268	1
GI:15224182	633	50
GI:15224183	508	29
GI:15224184	251	5
GI:15224185	315	1
GI:15224186	363	11
GI:18398767	418	9
GI:15224188	213	7
GI:42569129	707	3
GI:15224190	220	4
GI:30680413	380	50
GI:42570280	470	31
GI:240254471	473	4
GI:18398792	185	3
GI:15224196	86	1
GI:15224197	347	15
GI:42569133	393	11
GI:15224199	372	15
GI:15224200	423	13
GI:30680435	130	1
GI:15224210	181	2
GI:186501365	287	3
GI:18398818	322	3
GI:145329168	241	3
GI:15224213	862	12
GI:15224214	551	1
GI:186501375	470	4
GI:186501379	35	0
GI:30680460	488	8
GI:145329170	78	3
GI:15224217	88	3
GI:79322475	622	11
GI:42569137	622	11
GI:15224228	1187	26
GI:15224229	260	3
GI:42569139	370	50
GI:15224231	1172	6
GI:15224232	305	34
GI:15224233	234	3
GI:15224235	65	1
GI:18398861	281	2
GI:79557522	543	1
GI:30680486	296	4
GI:145329172	277	4
GI:30680490	239	5
GI:30680495	382	4
GI:30680498	284	4
GI:240254473	529	6
GI:79322486	277	50
GI:15224251	392	50
GI:30680505	804	2
GI:18398882	131	1
GI:30680514	601	5
GI:30680520	611	5
GI:15224260	135	1
GI:15224261	75	1
GI:186501440	121	1
GI:15224262	822	2
GI:30680535	393	3
GI:15224264	949	14
GI:15224265	62	1
GI:186501451	175	2
GI:15224266	323	50
GI:15224267	211	4
GI:18398915	125	1
GI:15224697	344	50
GI:15224699	73	1
GI:15224701	72	3
GI:145360094	72	3
GI:145329174	72	3
GI:15224705	349	48
GI:15224707	349	50
GI:15224709	451	9
GI:18398935	315	1
GI:42569145	814	12
GI:15224717	1172	9
GI:15224719	1090	16
GI:15224721	828	50
GI:186501496	95	2
GI:15224725	339	49
GI:30680587	394	29
GI:18398958	815	50
GI:18398961	179	1
GI:15224735	876	50
GI:15224736	246	1
GI:15224738	881	50
GI:15224741	439	5
GI:240254475	1025	50
GI:15224745	840	5
GI:30680608	631	1
GI:15224752	359	1
GI:15224753	693	6
GI:15224754	75	1
GI:15224755	59	1
GI:15224757	162	1
GI:15224759	77	1
GI:15224761	380	9
GI:30680639	173	3
GI:30680635	200	3
GI:18399016	103	2
GI:42569148	426	33
GI:18399023	613	12
GI:18399026	275	2
GI:18399028	1211	2
GI:18399030	527	43
GI:15224775	801	50
GI:15224776	144	1
GI:30680669	367	1
GI:15224778	478	48
GI:15224779	520	1
GI:18399044	116	1
GI:15224781	433	21
GI:15224782	379	6
GI:145329176	373	6
GI:42569151	430	5
GI:18399056	501	8
GI:15224795	120	3
GI:30680701	507	5
GI:15224797	202	1
GI:15224798	469	2
GI:15224799	332	7
GI:30680717	413	1
GI:15224801	301	10
GI:15224802	270	13
GI:15224803	310	44
GI:30680729	592	7
GI:42570823	418	15
GI:15224815	397	9
GI:145329178	328	4
GI:15224816	347	4
GI:186501586	218	7
GI:15224817	297	38
GI:30680748	398	2
GI:18399103	341	2
GI:15224819	682	50
GI:15227266	662	50
GI:15224820	366	10
GI:145329180	122	5
GI:15224821	122	5
GI:30680764	147	3
GI:15224832	125	1
GI:42569161	937	11
GI:15224834	129	7
GI:145329182	143	5
GI:79322493	143	5
GI:15224835	143	5
GI:15224836	119	4
GI:18399137	62	3
GI:15224838	131	6
GI:15224839	134	6
GI:15224840	402	49
GI:15224841	143	6
GI:18399158	317	5
GI:79322501	85	1
GI:15224852	359	11
GI:15224853	124	3
GI:15224854	213	4
GI:240254479	128	7
GI:238479287	153	7
GI:15224857	502	7
GI:145329184	393	7
GI:30680811	589	1
GI:18399184	519	1
GI:15224860	283	1
GI:79322510	74	1
GI:15225262	581	6
GI:42569164	992	3
GI:42569166	927	3
GI:42569168	977	3
GI:240254481	401	2
GI:240254483	401	2
GI:79557632	707	1
GI:15225271	173	4
GI:15225273	177	7
GI:15225275	165	6
GI:15225280	176	22
GI:30680846	744	3
GI:30680849	834	6
GI:145329186	952	6
GI:18399222	701	5
GI:15225285	390	12
GI:240254485	1094	25
GI:18399235	300	1
GI:15225293	89	1
GI:42570825	151	3
GI:42569172	178	3
GI:42569174	362	7
GI:145329188	317	4
GI:30680884	578	9
GI:15225302	571	9
GI:186501684	268	5
GI:18399251	256	5
GI:15225307	443	50
GI:186501692	313	50
GI:240254487	90	1
GI:18399260	150	17
GI:15225313	401	46
GI:186501704	401	46
GI:30680903	407	19
GI:30680909	478	19
GI:42570286	1439	1
GI:79322519	84	1
GI:42569177	604	1
GI:18399283	270	7
GI:15225327	713	4
GI:145360135	574	1
GI:15225331	145	2
GI:15225333	179	2
GI:15225335	371	1
GI:42569181	1493	23
GI:30680947	744	50
GI:15225342	430	3
GI:240254490	1021	2
GI:15225344	648	1
GI:30680963	490	3
GI:15225346	158	3
GI:18399328	402	1
GI:186501733	127	1
GI:30680972	619	11
GI:15225349	348	37
GI:18399337	183	1
GI:30680980	397	28
GI:18399346	339	1
GI:15225353	421	1
GI:145360142	212	3
GI:238479300	425	17
GI:42569183	425	17
GI:15225356	134	2
GI:186501756	67	1
GI:79322528	91	1
GI:30681006	89	1
GI:145360146	569	50
GI:15225359	63	1
GI:79322535	63	2
GI:18399368	64	2
GI:79591618	282	2
GI:186501777	255	2
GI:15225371	136	1
GI:18399377	472	2
GI:18399379	155	1
GI:18399381	247	5
GI:145329190	286	11
GI:15225374	286	11
GI:15225375	534	50
GI:15225376	284	18
GI:79322544	284	18
GI:15225377	337	20
GI:145329192	73	1
GI:18399397	420	7
GI:18399399	891	3
GI:18399401	100	3
GI:30681058	100	3
GI:186501805	95	3
GI:42570829	323	4
GI:42569188	431	4
GI:18399406	69	1
GI:240254492	84	1
GI:145329196	80	1
GI:42570831	436	12
GI:15225387	462	12
GI:15225388	135	2
GI:15225389	190	2
GI:145329198	81	2
GI:145329200	66	1
GI:15225390	286	5
GI:15225391	190	1
GI:18399423	279	40
GI:42570833	290	36
GI:240254494	525	1
GI:42569190	559	3
GI:42570835	559	3
GI:15225404	101	2
GI:18399441	294	10
GI:30681096	433	8
GI:18399445	271	1
GI:30681101	163	4
GI:15225409	490	16
GI:42570837	395	16
GI:30681109	299	3
GI:18399457	301	1
GI:30681117	221	5
GI:42570839	180	5
GI:42570841	131	3
GI:15225423	271	20
GI:18399468	338	3
GI:30681129	405	3
GI:42569195	526	34
GI:186501862	51	1
GI:42570845	427	3
GI:42570843	475	3
GI:30681135	613	3
GI:15225428	582	6
GI:145360163	132	1
GI:18399484	536	16
GI:18399486	482	6
GI:30681153	102	2
GI:30681150	93	2
GI:15226407	228	2
GI:18399493	297	2
GI:42570847	431	2
GI:15226409	68	2
GI:15226410	282	5
GI:79558531	775	50
GI:15226412	374	2
GI:18399507	140	1
GI:15226414	104	1
GI:15226415	336	9
GI:18399513	300	1
GI:79322579	509	10
GI:18399515	491	10
GI:30681194	509	10
GI:42570849	491	10
GI:15226418	287	1
GI:186501903	67	1
GI:18399520	140	1
GI:18399528	129	1
GI:42570855	530	16
GI:42570293	520	15
GI:42570851	503	16
GI:42570853	505	16
GI:15226430	748	15
GI:145360169	346	2
GI:238479306	348	2
GI:42569202	396	1
GI:18399541	541	8
GI:42569204	256	6
GI:240254496	158	7
GI:18399559	261	4
GI:79558700	169	4
GI:15226450	483	5
GI:15226451	201	4
GI:79322590	380	2
GI:42569208	483	2
GI:30681249	414	8
GI:15226463	597	50
GI:30681257	187	14
GI:15226465	186	12
GI:30681265	328	7
GI:15226467	174	26
GI:15226468	321	2
GI:30681281	337	1
GI:145329202	188	3
GI:18399609	258	3
GI:15226479	315	3
GI:145329204	306	3
GI:18399613	131	1
GI:18399616	93	1
GI:18399619	269	6
GI:18399621	93	3
GI:145329206	77	3
GI:79322601	100	3
GI:15226484	86	17
GI:15226485	98	15
GI:15226486	104	9
GI:186501995	525	19
GI:15226487	519	19
GI:42570857	460	19
GI:30681323	550	1
GI:30681327	166	1
GI:30681338	296	16
GI:18399638	296	16
GI:15226489	309	17
GI:42570859	238	17
GI:15226502	309	17
GI:145329208	340	8
GI:18399646	319	8
GI:79322611	319	8
GI:18399648	347	1
GI:18399650	98	1
GI:42569214	862	50
GI:79322634	862	50
GI:18399657	172	4
GI:18399660	399	14
GI:79322643	311	14
GI:79322651	389	14
GI:240254500	559	3
GI:240254498	556	3
GI:240254502	222	3
GI:42570863	385	2
GI:30681377	478	2
GI:18399675	1058	50
GI:18399677	330	2
GI:145329210	252	2
GI:15226538	1218	2
GI:15226540	174	10
GI:15226542	821	3
GI:15226544	468	23
GI:18399697	361	34
GI:18399701	1003	1
GI:15226547	816	9
GI:79322660	80	1
GI:42570865	700	5
GI:30681414	625	5
GI:15226565	871	50
GI:15226568	185	1
GI:30681426	421	9
GI:30681424	421	9
GI:15226572	346	6
GI:186502076	637	20
GI:186502068	633	20
GI:30681437	209	1
GI:18399733	548	20
GI:79322670	548	20
GI:15226577	492	3
GI:15226578	274	2
GI:79322680	107	6
GI:15226590	108	6
GI:79322688	523	7
GI:15226593	523	7
GI:15226596	195	6
GI:15226598	352	50
GI:30681471	187	2
GI:30681474	193	2
GI:15226602	761	7
GI:15226603	104	1
GI:15226604	101	5
GI:18399762	156	6
GI:15226605	176	9
GI:30681492	159	11
GI:240254504	429	35
GI:15227088	117	1
GI:186502112	641	2
GI:240254506	734	3
GI:79322699	85	1
GI:145329212	151	5
GI:15227091	376	12
GI:15227092	125	3
GI:15227093	125	3
GI:15227094	1088	26
GI:18399789	112	1
GI:15227096	816	1
GI:79559555	546	2
GI:15227098	128	4
GI:18399803	78	1
GI:18399807	569	4
GI:145360196	769	4
GI:79559611	787	4
GI:18399815	522	1
GI:30681554	220	2
GI:15227104	240	2
GI:186502145	204	24
GI:18399819	212	50
GI:15227106	375	12
GI:30681561	202	4
GI:15227116	510	36
GI:15227118	278	4
GI:42569228	335	26
GI:145329577	303	10
GI:145329214	276	10
GI:30681570	303	10
GI:145329216	304	10
GI:145362131	303	10
GI:18399840	372	50
GI:18399842	332	1
GI:18399845	202	1
GI:15227125	59	1
GI:15227126	252	12
GI:15227127	104	1
GI:30681590	1280	1
GI:15227140	383	45
GI:15227141	312	3
GI:145360201	259	27
GI:186502183	258	27
GI:145329579	79	3
GI:15227143	146	1
GI:15227144	786	50
GI:30681610	177	1
GI:238479320	134	1
GI:18399877	343	11
GI:30681615	347	11
GI:18399879	382	9
GI:79559917	324	5
GI:79322708	78	2
GI:42570869	60	1
GI:79559926	2150	3
GI:240254508	551	2
GI:145329581	89	2
GI:145329583	101	2
GI:15227158	105	1
GI:18399899	183	3
GI:15227160	291	2
GI:79560035	354	13
GI:15227162	261	13
GI:186502214	60	1
GI:18399910	220	2
GI:42570871	380	4
GI:15227169	510	4
GI:186502226	51	1
GI:30681649	428	4
GI:79322722	475	4
GI:18399915	475	4
GI:18399917	314	1
GI:18399920	328	5
GI:15227173	207	50
GI:30681670	1032	9
GI:186502240	1032	9
GI:18399935	365	3
GI:15227176	111	1
GI:42569237	543	20
GI:15227190	358	1
GI:79322728	61	1
GI:18399949	442	13
GI:18399951	219	1
GI:30681697	808	2
GI:15227199	681	49
GI:15227200	329	50
GI:18399963	92	3
GI:145329585	92	3
GI:186502262	70	1
GI:18399966	311	13
GI:15227215	256	1
GI:30681714	476	2
GI:42569241	245	12
GI:18399983	131	1
GI:18399985	299	11
GI:42570873	248	7
GI:30681728	537	8
GI:15227224	361	10
GI:15227225	313	9
GI:15227226	124	2
GI:186502298	151	2
GI:15227227	185	2
GI:240254510	958	1
GI:30681743	240	47
GI:238479326	235	39
GI:186502305	947	11
GI:18400020	244	2
GI:42570875	175	2
GI:240254512	470	18
GI:30681758	632	4
GI:42569244	1093	50
GI:15227253	677	8
GI:15227254	227	46
GI:42569246	85	1
GI:42570301	420	1
GI:79322736	819	3
GI:79560302	586	3
GI:145329587	321	29
GI:30681782	319	28
GI:15227275	321	29
GI:15227277	683	9
GI:18400050	381	4
GI:79322754	381	4
GI:42570877	672	4
GI:42570879	569	4
GI:18400059	340	3
GI:30681799	510	3
GI:42570881	790	15
GI:30681803	790	15
GI:145329589	305	5
GI:30681807	304	5
GI:30681813	295	5
GI:79591933	320	5
GI:15227752	354	9
GI:15227753	325	3
GI:30681829	734	2
GI:15227754	274	10
GI:186502377	32	0
GI:79322766	86	1
GI:79322778	93	1
GI:15227755	474	13
GI:15227756	64	1
GI:15227757	585	7
GI:15227758	530	7
GI:15227759	227	2
GI:15227760	87	1
GI:18400109	300	4
GI:15227762	114	2
GI:15227763	279	3
GI:18400116	449	9
GI:42570883	141	1
GI:30681866	609	3
GI:30681870	408	45
GI:15227765	435	47
GI:15227766	442	17
GI:79322809	82	1
GI:15227767	101	1
GI:240254514	109	1
GI:15227768	1015	16
GI:18400130	184	34
GI:79322835	320	50
GI:15227769	433	48
GI:145329591	443	47
GI:79322837	411	42
GI:79560571	430	44
GI:145329593	432	43
GI:145329595	433	42
GI:30681915	416	49
GI:145362136	424	40
GI:30681900	433	49
GI:30681910	458	48
GI:145360230	319	42
GI:238479332	319	43
GI:15227772	437	47
GI:15227773	437	44
GI:42570887	437	43
GI:15227774	339	50
GI:15227775	91	1
GI:15227776	481	33
GI:79322864	358	5
GI:15227777	413	5
GI:186502442	47	0
GI:15227778	432	27
GI:15227779	333	48
GI:42570889	307	47
GI:18400164	78	1
GI:30681953	449	1
GI:30681957	274	11
GI:42569254	711	50
GI:15227781	92	1
GI:186502444	47	0
GI:18400173	83	1
GI:15227783	185	2
GI:42570891	162	2
GI:240254516	829	34
GI:186502449	147	4
GI:186502453	143	4
GI:186502457	35	0
GI:15227785	509	6
GI:145360238	307	42
GI:15227787	595	24
GI:186502468	57	1
GI:15227788	516	35
GI:15227789	543	49
GI:15227790	834	50
GI:186502475	287	10
GI:15227792	515	50
GI:42569257	611	25
GI:15227794	85	3
GI:42570893	84	3
GI:15227795	438	35
GI:15227796	456	29
GI:18400223	86	2
GI:15227806	309	50
GI:15227808	773	20
GI:30682033	211	6
GI:18400234	212	6
GI:42570895	262	7
GI:15227812	317	17
GI:186502497	46	0
GI:15227814	176	6
GI:145329597	90	1
GI:15227815	662	13
GI:15227816	886	8
GI:30682059	340	3
GI:15227824	902	3
GI:15227826	469	1
GI:42569260	253	7
GI:18400264	303	8
GI:30682074	557	2
GI:15227833	191	1
GI:15227834	82	1
GI:18400282	708	50
GI:30682087	708	50
GI:18400284	888	5
GI:79561141	520	1
GI:15227845	451	6
GI:186502531	895	5
GI:145360248	552	4
GI:15227849	387	50
GI:79592034	236	14
GI:79561245	265	21
GI:15227851	260	21
GI:15227857	179	12
GI:15227859	263	21
GI:15227861	272	21
GI:15227863	263	21
GI:15227865	263	21
GI:15227867	263	21
GI:18400335	541	19
GI:18400337	206	1
GI:238479337	311	35
GI:15227870	311	35
GI:18400342	167	1
GI:15224052	189	5
GI:186502568	147	5
GI:15224053	278	4
GI:15224054	707	20
GI:79561376	1375	16
GI:42570305	150	1
GI:15224060	627	21
GI:79322883	627	21
GI:30682185	627	21
GI:15224061	612	44
GI:15224062	227	5
GI:15224063	336	8
GI:15224064	376	15
GI:79592093	273	14
GI:42570897	257	3
GI:42569268	245	3
GI:15224067	149	13
GI:186502602	33	0
GI:30682222	284	1
GI:42569270	553	2
GI:42569272	477	20
GI:18400407	304	17
GI:15224074	56	1
GI:15224075	80	3
GI:145329599	67	3
GI:18400414	173	2
GI:18400416	458	13
GI:42569274	634	50
GI:42569276	251	5
GI:15224079	251	5
GI:18400426	747	25
GI:79592105	68	2
GI:79322918	71	2
GI:42570899	226	9
GI:15224081	207	11
GI:145329601	401	32
GI:145360261	464	46
GI:240254519	440	45
GI:18400436	182	2
GI:42570901	374	2
GI:42569278	455	2
GI:15224086	75	4
GI:15224087	747	8
GI:15224088	312	2
GI:79322951	609	13
GI:42569280	609	13
GI:15224090	374	12
GI:30682291	145	1
GI:79561588	466	4
GI:79602097	895	4
GI:15224093	993	4
GI:15224094	980	45
GI:18400465	273	3
GI:18400468	344	6
GI:30682320	637	13
GI:15224099	503	50
GI:145329603	301	8
GI:15224100	296	8
GI:186502696	520	4
GI:15224101	520	4
GI:145329605	114	31
GI:15224102	591	9
GI:145360271	361	15
GI:30682341	853	37
GI:15224105	441	2
GI:79322965	374	5
GI:18400492	374	5
GI:18400494	336	4
GI:15224109	350	8
GI:42570905	496	7
GI:15224111	496	7
GI:30682358	494	5
GI:79592171	104	3
GI:18400504	173	5
GI:42570907	599	11
GI:42569284	552	11
GI:15224119	322	1
GI:42569286	286	16
GI:15224122	408	2
GI:15224123	322	1
GI:30682379	537	1
GI:18400528	411	50
GI:145360279	788	50
GI:79561827	152	8
GI:145329607	150	8
GI:30682394	132	1
GI:15224133	178	2
GI:15224135	78	2
GI:18400540	440	4
GI:30682410	440	4
GI:15224139	316	50
GI:30682415	316	50
GI:18400547	183	2
GI:15224141	280	7
GI:15224142	150	4
GI:15224147	92	2
GI:15224149	198	6
GI:186502765	279	3
GI:18400560	279	3
GI:15224153	395	3
GI:15224155	281	50
GI:186502772	42	0
GI:15224157	931	11
GI:186502775	407	5
GI:18400571	372	2
GI:240254521	245	3
GI:145360286	363	50
GI:18400580	321	14
GI:15224169	416	1
GI:15224171	196	6
GI:186502788	30	0
GI:18400588	548	8
GI:42570312	548	8
GI:42570909	601	9
GI:30682497	726	25
GI:79322980	84	2
GI:79322995	104	1
GI:15224177	157	3
GI:79323008	88	2
GI:15224178	690	16
GI:18400597	672	9
GI:238479345	490	16
GI:240254523	1462	16
GI:15224601	251	3
GI:15224602	851	9
GI:186502807	44	0
GI:240254525	748	9
GI:145329609	69	2
GI:42570911	73	1
GI:238479349	375	4
GI:42569291	555	17
GI:15224606	895	24
GI:15224608	920	24
GI:30682537	755	14
GI:18400628	156	4
GI:30682545	182	26
GI:145329611	135	15
GI:15224619	52	1
GI:15224620	294	8
GI:42570913	220	8
GI:15224621	329	50
GI:15224623	193	15
GI:15224625	539	1
GI:15224627	497	1
GI:186502832	58	1
GI:30682571	264	6
GI:15224631	445	12
GI:18400663	144	1
GI:18400665	118	8
GI:18400667	102	8
GI:15224648	100	3
GI:30682599	156	3
GI:15224650	411	26
GI:15224652	797	3
GI:186502856	774	3
GI:18400687	152	1
GI:15224658	559	2
